Documento,Pregunta,Anotador,Respuesta
ld0001,¿En qué consiste la propuesta?,etapa1,"El ministro de Educación y Cultura, Pablo Da Silveira, aseguró que su cartera está evaluando la propuesta de las universidades privadas de [retomar algunos cursos presenciales en mayo] y anunció que dará una respuesta en los próximos días."
ld0001,¿Qué medidas se tomarán para la asistencia a clases?,etapa1,"El jerarca además explicó que su cartera tiene en “agenda” la preocupación de padres de centros de educación privados sobre el abono de cuotas, y estudia la  forma de “poder conciliar la seguridad sanitaria con un [regreso paulatino y seguro a clases]”. "
ld0001,¿Qué universidades realizaron la propuesta?,etapa1,"El ministro de Educación y Cultura, Pablo Da Silveira, aseguró que su cartera está evaluando la propuesta de [las universidades privadas] de retomar algunos cursos presenciales en mayo y anunció que dará una respuesta en los próximos días."
ld0001,¿Qué universidades están pensando retomar la presencialidad?,etapa1,"El ministro de Educación y Cultura, Pablo Da Silveira, aseguró que su cartera está evaluando la propuesta de [las universidades privadas] de retomar algunos cursos presenciales en mayo y anunció que dará una respuesta en los próximos días."
ld0001,¿Qué universidades privadas quieren retomar las clases presenciales en mayo?,etapa1,-
ld0001,¿Qué universidades propusieron remotar los cursos presenciales en mayo?,etapa1,"El ministro de Educación y Cultura, Pablo Da Silveira, aseguró que su cartera está evaluando la propuesta de [las universidades privadas] de retomar algunos cursos presenciales en mayo y anunció que dará una respuesta en los próximos días."
ld0078,¿Cuál es el porcentaje de asistencia luego de la vuelta a clases presenciales?,etapa1,"La asistencia, por tanto, llegó a [36%] en el primer día."
ld0078,¿Cuándo comenzaron las clases en escuelas rurales?,etapa1,"De esas escuelas, cerca de 90 no recibieron alumnos; Santos estimó que [en la mañana del miércoles] 1.030 niños concurrieron a las escuelas, de un total de 3.900 que concurren a las 547 habilitadas y de 2.838 alumnos que tienen matriculadas las 344 escuelas que abrieron."
ld0078,¿Cuándo comenzaron las clases en escuelas rurales?,etapa1,La situación de La Macana se repitió en varias de las escuelas que abrieron [este miércoles].
ld0078,¿Cuándo comienzan las clases presenciales en el resto de escuelas del país?,etapa1,-
ld0078,¿Cuándo se retomaron las clases presenciales en escuelas rurales?,etapa1,"De esas escuelas, cerca de 90 no recibieron alumnos; Santos estimó que [en la mañana del miércoles] 1.030 niños concurrieron a las escuelas, de un total de 3.900 que concurren a las 547 habilitadas y de 2.838 alumnos que tienen matriculadas las 344 escuelas que abrieron."
ld0078,¿Cuándo se retomaron las clases presenciales en escuelas rurales?,etapa1,La situación de La Macana se repitió en varias de las escuelas que abrieron [este miércoles].
ld0078,¿Cuándo vuelven las clases presenciales a todas las escuelas?,etapa1,-
ld0078,¿Cuántos alumnos están yendo a clase en las escuelas rurales?,etapa1,-
ld0078,¿Cuántas escuelas rurales hay en Uruguay?,etapa1,"De esas escuelas, cerca de 90 no recibieron alumnos; Santos estimó que en la mañana del miércoles 1.030 niños concurrieron a las escuelas, de un total de 3.900 que concurren a las [547] habilitadas y de 2.838 alumnos que tienen matriculadas las 344 escuelas que abrieron."
ld0078,¿Cuántas escuelas rurales hay en Uruguay?,etapa1,"De las [547] escuelas habilitadas abrieron 344, confirmó a La Diaria Limber Santos, director del departamento de Educación Rural del CEIP."
ld0078,¿Cuántas escuelas rurales retomaron las clases presenciales?,etapa1,"De las 547 escuelas habilitadas abrieron [344], confirmó a La Diaria Limber Santos, director del departamento de Educación Rural del CEIP."
ld0078,¿Cuántas escuelas rurales retomaron las clases presenciales?,etapa1,"De esas escuelas, cerca de 90 no recibieron alumnos; Santos estimó que en la mañana del miércoles 1.030 niños concurrieron a las escuelas, de un total de 3.900 que concurren a las 547 habilitadas y de 2.838 alumnos que tienen matriculadas las [344] escuelas que abrieron."
ld0078,¿Cuántas escuelas rurales retomaron las clases presenciales?,etapa1,"Comenzaron las clases presenciales en [344] escuelas rurales, con baja asistencia"
ld0078,¿Cuántas escuelas rurales volvieron a la presencialidad?,etapa1,"Comenzaron las clases presenciales en [344] escuelas rurales, con baja asistencia"
ld0078,¿Cuántas escuelas rurales volvieron a la presencialidad?,etapa1,"De las 547 escuelas habilitadas abrieron [344], confirmó a La Diaria Limber Santos, director del departamento de Educación Rural del CEIP."
ld0078,¿Cuántas escuelas rurales volvieron a la presencialidad?,etapa1,"De esas escuelas, cerca de 90 no recibieron alumnos; Santos estimó que en la mañana del miércoles 1.030 niños concurrieron a las escuelas, de un total de 3.900 que concurren a las 547 habilitadas y de 2.838 alumnos que tienen matriculadas las [344] escuelas que abrieron."
ld0078,¿Cuántos estudiantes asistieron a las escuelas rurales en los primeros días de clase presencial?,etapa1,"De esas escuelas, cerca de 90 no recibieron alumnos; Santos estimó que en la mañana del miércoles [1.030] niños concurrieron a las escuelas, de un total de 3.900 que concurren a las 547 habilitadas y de 2.838 alumnos que tienen matriculadas las 344 escuelas que abrieron."
ld0078,¿Cuántos estudiantes asistieron a las escuelas rurales en los primeros días de clase presencial?,etapa1,"La asistencia, por tanto, llegó a [36%] en el primer día."
ld0078,¿El gobierno tiene planes para aumentar la asistencia a las escuelas rurales?,etapa1,-
ld0078,¿En cuántas escuelas rurales comenzaron las clases?,etapa1,"Comenzaron las clases presenciales en [344] escuelas rurales, con baja asistencia"
ld0078,¿En cuántas escuelas rurales comenzaron las clases?,etapa1,"De las 547 escuelas habilitadas abrieron [344], confirmó a La Diaria Limber Santos, director del departamento de Educación Rural del CEIP."
ld0078,¿En cuántas escuelas rurales comenzaron las clases?,etapa1,"De esas escuelas, cerca de 90 no recibieron alumnos; Santos estimó que en la mañana del miércoles 1.030 niños concurrieron a las escuelas, de un total de 3.900 que concurren a las 547 habilitadas y de 2.838 alumnos que tienen matriculadas las [344] escuelas que abrieron."
ld0078,¿En qué ciudad hay clases presenciales?,etapa1,-
ld0078,¿En qué departamento fue la mayor asistencia? ,etapa1,-
ld0078,¿En qué departamentos comenzaron las clases presenciales?,etapa1,-
ld0078,¿Hay alguna alternativa virtual para los niños que no concurrieron a la clase presencial?,etapa1,"En su escritorio cerca de la ventana preparaba algunos [materiales para enviar a sus 16 alumnos por Whatsapp], porque ninguno había ido en la mañana del miércoles."
ld0078,¿Qué medidas se tomarán para la asistencia a la escuela?,etapa1,"En su cuaderno, Rocío, de 11 años, copiaba desde el pizarrón el “cambio de hábitos”: desde una nube con la palabra “bienvenidos” salían flechas con lo que serán las nuevas costumbres: [utilizamos tapabocas, mantener distancia con los compañeros, lavado de manos más frecuente y con cuidados, alfombra con hipoclorito a la entrada, no compartir útiles y en el recreo jugar sin contacto] (los ejemplos eran la coronita y la escondida)."
ld0078,¿Qué protocolo se sigue para la asistencia a las escuelas rurales?,etapa1,"En su cuaderno, Rocío, de 11 años, copiaba desde el pizarrón el “cambio de hábitos”: desde una nube con la palabra “bienvenidos” salían flechas con lo que serán las nuevas costumbres: [utilizamos tapabocas, mantener distancia con los compañeros, lavado de manos más frecuente y con cuidados, alfombra con hipoclorito a la entrada, no compartir útiles y en el recreo jugar sin contacto] (los ejemplos eran la coronita y la escondida)."
ld0078,¿Quién resolvió el retorno a la presencialidad en las escuelas rurales?,etapa1,-
ld0054,¿Cuándo empezará a ser obligatorio el uso de tapabocas en grandes superficies?,AD,"[Este viernes] se comenzará a exigir el uso de tapabocas en las grandes superficies, pero también en los próximos días se comenzaría a hacer lo mismo en los comercios asociados al Centro de Almaceneros Minoristas, Baristas, Autoservicistas y Afines del Uruguay (CAMBADU), según acordaron evaluar este jueves autoridades de esa gremial y el secretario de Presidencia, Álvaro Delgado, en una reunión que sostuvieron en la Torre Ejecutiva."
ld0054,¿En cuáles comercios será obligatorio el uso de tapabocas en los próximos días?,AD,"Este viernes se comenzará a exigir el uso de tapabocas en las grandes superficies, pero también en los próximos días se comenzaría a hacer lo mismo en los comercios [asociados al Centro de Almaceneros Minoristas, Baristas, Autoservicistas y Afines del Uruguay (CAMBADU)], según acordaron evaluar este jueves autoridades de esa gremial y el secretario de Presidencia, Álvaro Delgado, en una reunión que sostuvieron en la Torre Ejecutiva."
ld0054,¿Cuál es uno de los sectores más afectados por la pandemia?,AD,"Entre los temas que trataron en la instancia, los comerciantes plantearon la inquietud del [sector gastronómico], uno de los más afectados por el confinamiento como consecuencia de la emergencia sanitaria."
ld0055,¿Cuáles son las zonas de Brasil más afectadas por el Covid?,AD,"[San Pablo y Río de Janeiro] son los dos estados del país más afectados por la enfermedad, con 1.345 y 530 fallecimientos atribuidos a la covid-19, respectivamente. "
ld0055,"¿Cómo se llama el ex Ministro de Salud de Brasil, destituido por Bolsonaro?",AD,"Pese a que todo indica que Moro permanecerá en el gabinete, la situación evidenció la frágil situación política de Bolsonaro, que la semana pasada cesó al ministro de Salud [Luiz Henrique Mandetta] y además enfrenta numerosos pedidos de juicio político en la Cámara de Diputados. "
ld0056,¿Quién es el Ministro de Salud de Argentina?,AD,"Según informó Página 12, el ministro de Salud, [Ginés González García], adelantó que entre los temas que estarían a estudio durante la reunión en Olivos se encontraba la posible flexibilización del aislamiento para niños y adolescentes."
ld0056,¿En qué provincias se flexibilizó la cuarentena?,AD,"Así, se habilitó el ejercicio de las profesiones liberales –abogados y contadores, principalmente– en las provincias de [Entre Ríos, Misiones, Salta, San Juan y Neuquén]. "
ld0056,¿En qué provincias se flexibilizó la cuarentena?,AD,"También se autorizaron las obras públicas y privadas en [San Juan, Santa Cruz, Misiones, Entre Ríos, Mendoza y Neuquén]."
ld0056,¿Hasta cuándo durará el aislamiento obligatorio en Argentina?,AD,"Según informó Tiempo Argentino, esta flexibilización de la cuarentena estará regulada, junto con la continuidad del aislamiento físico, preventivo y obligatorio que proseguirá al menos [hasta el 10 de mayo]. "
ld0056,¿Cuáles son las zonas de Argentina más afectadas por el Covid?,AD,"Las medidas se mantendrán en [la ciudad de Buenos Aires y en la zona metropolitana], ya que es en esa zona donde reside la mayor cantidad de infectados."
ld0062,¿A quién favorecen las medidas que está tomando el gobierno uruguayo?,AD,"Pero si observamos las respuestas que algunos gobiernos ‒incluido el uruguayo‒ y las empresas están dando a la crisis, es posible entender que la orientación de las propuestas y respuestas que se ponen sobre la mesa es dar prioridad [al capital] por sobre la vida y los derechos de la clase trabajadora. "
ld0062,¿Cuántos desempleados podría dejar la pandemia según la Organización Internacional del Trabajo?,AD,La Organización Internacional del Trabajo estimó en su optimista proyección inicial (marzo de 2020) que la cifra de desempleados a nivel mundial podría llegar a los [25 millones] de personas.
ld0062,¿Quiénes son las personas más afectadas por la pandemia?,AD,"Las/os principales afectadas/os en general son, como siempre, quienes más sufren las injusticias y los sistemas de opresión de clase, patriarcal y racista: [personas trabajadoras en condiciones de informalidad, cuentapropistas, monotributistas, independientes, de economías de plataformas, trabajadoras domésticas]. "
ld0062,¿A cuántas personas dejaron de pagarle las empresas transnacionales de alimentos en Chile?,AD,"Así, empresas transnacionales del sistema agroalimentario del porte de Starbucks o Burger King se acogieron a la ley y suspendieron el contrato de [aproximadamente 4.000] trabajadores/as."
